"Date","Price","Open","High","Low","Vol.","Change %"
"03/25/2024","64.84","61.69","65.49","61.68","33.71K","5.43%"
"03/22/2024","61.50","59.10","62.06","58.80","24.38K","3.59%"
"03/21/2024","59.37","60.04","60.26","58.80","22.93K","-1.07%"
"03/20/2024","60.01","61.30","61.46","59.99","21.68K","-2.12%"
"03/19/2024","61.31","61.30","62.87","59.65","26.86K","-0.18%"
"03/18/2024","61.42","59.50","62.32","59.50","33.59K","3.44%"
"03/15/2024","59.38","58.90","60.25","58.14","27.06K","0.99%"
"03/14/2024","58.80","55.85","59.18","55.08","30.35K","5.24%"
"03/13/2024","55.87","56.86","57.90","55.65","23.40K","-1.98%"
"03/12/2024","57.00","56.26","57.08","55.24","26.90K","1.55%"
"03/11/2024","56.13","58.22","58.24","55.80","28.03K","-4.05%"
"03/08/2024","58.50","59.00","60.20","57.80","22.80K","-1.58%"
"03/07/2024","59.44","58.79","61.09","57.40","36.11K","1.11%"
"03/06/2024","58.79","60.25","62.80","58.09","44.52K","-2.02%"
"03/05/2024","60.00","57.28","61.23","56.73","48.66K","4.75%"
"03/04/2024","57.28","56.40","57.77","53.50","33.98K","1.72%"
"03/01/2024","56.31","56.50","56.84","55.08","22.85K","-0.23%"
"02/29/2024","56.44","57.53","57.81","55.25","27.04K","-1.35%"
"02/28/2024","57.21","56.21","58.87","55.45","38.36K","2.23%"
"02/27/2024","55.96","53.76","56.14","52.45","30.42K","3.96%"
"02/26/2024","53.83","52.11","54.52","51.55","23.89K","2.51%"
"02/23/2024","52.51","52.90","53.01","51.12","26.23K","-0.15%"
"02/22/2024","52.59","54.48","54.48","52.37","22.36K","-3.52%"
"02/21/2024","54.51","54.05","54.98","53.28","18.58K","0.55%"
"02/20/2024","54.21","53.50","55.04","51.86","30.45K","2.01%"
"02/19/2024","53.14","57.11","57.11","52.90","29.61K","-6.95%"
"02/16/2024","57.11","57.95","58.21","56.29","20.13K","-1.45%"
"02/15/2024","57.95","56.44","59.05","56.13","28.07K","2.68%"
"02/14/2024","56.44","56.43","57.57","55.41","23.61K","-0.37%"
"02/13/2024","56.65","57.20","57.89","55.65","23.80K","-0.96%"
"02/12/2024","57.20","58.64","58.80","56.59","24.58K","-2.72%"
"02/09/2024","58.80","60.50","60.50","58.20","26.39K","-3.15%"
"02/08/2024","60.71","62.50","62.50","60.27","26.07K","-2.58%"
"02/07/2024","62.32","63.35","63.68","62.25","17.67K","-1.84%"
"02/06/2024","63.49","62.79","63.97","62.00","19.28K","1.44%"
"02/05/2024","62.59","63.80","64.31","62.07","19.16K","-1.43%"
"02/02/2024","63.50","62.05","64.37","61.90","17.96K","1.89%"
"02/01/2024","62.32","64.16","64.87","62.10","22.15K","-3.23%"
"01/31/2024","64.40","63.92","65.14","62.94","21.32K","0.59%"
"01/30/2024","64.02","61.63","64.02","61.30","22.87K","3.64%"
"01/29/2024","61.77","63.60","64.06","61.58","22.58K","-2.11%"
"01/26/2024","63.10","63.15","65.03","62.10","21.96K","-0.49%"
"01/25/2024","63.41","66.43","66.43","62.90","25.61K","-3.63%"
"01/24/2024","65.80","63.36","66.10","63.16","25.09K","4.00%"
"01/23/2024","63.27","62.00","63.80","61.60","20.28K","1.38%"
"01/22/2024","62.41","63.03","63.03","60.86","21.64K","-1.59%"
"01/19/2024","63.42","63.37","64.23","62.93","15.14K","0.22%"
"01/18/2024","63.28","63.09","64.13","62.50","18.19K","-0.05%"
"01/17/2024","63.31","65.39","66.07","62.86","25.63K","-3.33%"
"01/16/2024","65.49","66.98","67.40","65.05","22.43K","-2.11%"
"01/15/2024","66.90","66.00","67.46","64.61","22.19K","4.86%"
"01/12/2024","63.80","66.93","66.93","63.00","0.51K","-3.27%"
"01/11/2024","65.96","67.67","67.70","65.20","1.06K","-2.60%"
"01/10/2024","67.72","70.30","70.50","67.47","0.75K","-3.12%"
"01/09/2024","69.90","69.50","70.73","69.25","0.48K","-0.09%"
"01/08/2024","69.96","73.68","73.75","69.89","0.78K","-5.42%"
"01/05/2024","73.97","73.32","74.54","73.18","0.38K","0.26%"
"01/04/2024","73.78","75.45","76.10","73.10","1.39K","-2.17%"
"01/03/2024","75.42","74.20","75.58","74.20","0.21K","1.80%"
"01/02/2024","74.09","78.17","78.22","73.04","0.69K","-4.99%"
